floor,total_floor,gym,lift,property_age,property_size,swimming_pool,rent,deposit,type,furnishing,lease_type,locality,parking,building_type,property_id,count
2,4.0,0,0,6,1200,0,15000,150000,1,2,3,453,3,1,ff8081815798b98c015798d2de3f05e0,8.0
0,2.0,0,0,1,800,0,7000,40000,0,2,3,1529,0,1,ff80818157992e3c0157993a6f5300da,8.0
2,3.0,0,0,2,800,0,11500,115000,1,2,0,1599,0,1,ff808181579954a10157996d3c2e0607,8.0
1,2.0,0,0,0,850,0,10000,100000,1,2,0,871,0,1,ff8081815799cb68015799d33915019a,8.0
11,12.0,1,1,5,2350,1,45000,400000,2,2,0,1704,0,0,ff8081815799cb68015799dbc712037a,8.0
0,5.0,0,0,7,220,0,6500,40000,5,2,0,1297,1,1,ff808181579a0d3f01579a2c1945026b,8.0
1,1.0,0,0,4,1000,0,5000,50000,0,2,3,524,0,2,ff808181579a2e2e01579b2cd5fb2680,8.0
1,2.0,0,0,10,400,0,4000,15000,0,1,0,622,3,1,ff808181579a2e2e01579d39735a35c1,8.0
1,2.0,0,0,0,1200,0,13500,135000,1,2,3,1289,0,1,ff808181579dcb0b01579ddb1dca059a,8.0
13,13.0,1,1,1,1900,1,32000,320000,2,2,3,613,0,0,ff808181579dcb0b01579de01af606cd,8.0
0,3.0,0,0,0,900,0,4666,16663,1,2,0,650,3,1,ff808181579dcb0b01579dec9cc50960,8.0
0,2.0,0,0,5,2250,0,50000,500000,4,2,0,1373,0,1,ff808181579dcb0b01579df988790f50,8.0
2,2.0,0,0,6,800,0,12000,100000,1,2,0,2328,3,1,ff808181579dcb0b01579e32bbf321d5,8.0
3,3.0,0,0,2,300,0,6000,50000,5,2,1,1522,3,1,ff808181579e9ec801579ea1afb30068,8.0
15,16.0,1,1,5,1297,1,27000,150000,1,1,3,2288,0,0,ff808181579ea95301579edf957e03d0,8.0
8,12.0,1,1,0,1700,1,11000,50000,2,0,0,1440,0,0,ff808181579eaaf001579f1d7562287a,8.0
1,2.0,0,0,0,1200,0,15000,150000,1,2,3,891,0,1,ff808181579eaaf001579f3dcccb2f09,8.0
0,1.0,0,0,10,450,0,10500,110000,1,1,0,708,3,1,ff808181579eaaf001579f5b41443486,8.0
15,27.0,1,1,0,1265,1,30000,180000,2,2,0,903,0,0,ff808181579eaaf00157a291901c74d1,8.0
2,16.0,1,1,0,2439,1,60000,600000,3,2,0,1494,0,0,ff808181579eaaf00157a2abf6c07b30,8.0
3,13.0,1,1,0,918,1,10000,70000,1,2,0,1081,0,0,ff808181579eaaf00157a2b03d287bf7,8.0
2,4.0,0,1,3,1200,0,11000,110000,1,2,3,1022,0,0,ff80818157a30f440157a31a890d02e9,8.0
2,3.0,0,0,0,850,0,15000,150000,1,2,0,963,0,1,ff80818157a346c50157a376d7221263,8.0
0,0.0,0,0,0,1000,0,14000,140000,1,2,3,193,0,2,ff80818157a346c50157a380e3b9151a,8.0
0,4.0,1,1,0,1380,1,22000,220000,2,2,3,653,0,0,ff80818157a382a80157a3b638a41290,8.0
14,14.0,1,1,0,1400,1,32000,320000,1,2,3,2288,0,0,ff80818157a3851a0157a39ca31a0208,8.0
7,15.0,1,1,0,1912,1,45000,400000,2,2,0,2288,1,0,ff80818157a448b10157a47339460517,8.0
2,2.0,0,0,5,650,0,13000,50000,1,2,0,1494,3,1,ff80818157a487b40157a4c8203016fa,8.0
0,1.0,0,0,10,400,0,10000,40000,0,2,0,1572,3,1,ff80818157a487b40157a4c87b3c1709,8.0
3,4.0,0,1,15,1500,0,35000,350000,1,2,0,1466,0,1,ff80818157a77fb20157a7d28f4f1261,8.0
2,3.0,1,1,1,1700,0,15000,70000,2,1,0,583,0,0,ff80818157a7fd360157a8279434160f,8.0
2,3.0,0,0,1,550,0,8000,48000,0,2,3,653,3,1,ff80818157a7fd360157a86b4b6031ae,8.0
2,4.0,0,1,5,990,0,11000,120000,1,2,0,730,0,0,ff80818157a7fd360157a8ccfd2c5f4b,8.0
1,2.0,0,0,3,650,0,13500,70000,1,2,3,1494,0,1,ff80818157a7ffe00157a85cc8621bd2,8.0
0,2.0,0,0,5,1200,0,10000,100000,1,2,0,65,0,1,ff80818157a90b610157a925d3290a8e,8.0
2,2.0,0,0,6,500,0,9000,50000,0,2,0,1464,2,1,ff80818157a912a00157a98b03542068,8.0
0,2.0,0,0,0,800,0,16000,160000,1,2,3,279,1,0,ff80818157a93d400157a93feb8d0080,8.0
2,2.0,0,0,0,900,0,6500,20000,1,2,0,1382,3,1,ff80818157a93d400157a95bc91e0e81,8.0
2,2.0,0,0,1,400,0,7000,70000,0,2,0,1946,3,1,ff80818157a93d400157a96897f81173,8.0
2,2.0,0,0,0,700,0,15000,180000,1,2,3,332,3,1,ff80818157a93d400157acc781787d23,8.0
2,3.0,0,0,0,600,0,12000,120000,1,2,3,903,0,1,ff80818157a93d400157ad3df96517c7,8.0
3,3.0,0,0,5,1140,0,9500,100000,1,2,0,2227,0,0,ff80818157ae2f920157ae4b65f1053a,8.0
0,4.0,0,0,1,500,0,10000,30000,0,2,0,1790,0,1,ff80818157af24090157af36ecc90263,8.0
1,2.0,0,0,3,1200,0,14000,70000,1,2,0,882,0,1,ff80818157af26f10157b1deeef51d66,8.0
1,1.0,0,0,0,1500,0,11000,75000,1,2,3,1706,0,0,ff80818157b1f6330157b48a36c7389d,8.0
1,2.0,0,0,10,1000,0,9500,40000,1,2,0,642,0,1,ff80818157b1f7dc0157b21455ed03d5,8.0
9,10.0,0,0,6,1000,0,20000,100000,1,1,0,362,2,0,ff80818157b1f7dc0157b3451a0c4a80,8.0
0,4.0,0,0,1,950,0,15000,40000,1,2,0,1791,0,0,ff80818157b1f7dc0157b3a8870160c4,8.0
1,5.0,0,1,3,1280,0,15000,150000,2,2,3,516,0,0,ff80818157b1f7dc0157b735811f2820,8.0
1,2.0,0,0,0,600,0,4500,10000,1,2,0,653,3,1,ff80818157b1f7dc0157b77ad9503c61,8.0
0,4.0,1,1,0,1200,0,15000,100000,1,2,3,833,0,0,ff80818157b1f7dc0157b78dca4d4124,8.0
0,1.0,0,0,5,2000,0,15000,100000,2,2,0,1987,0,2,ff80818157b1f7dc0157b7cd8d2150be,8.0
1,2.0,0,0,2,1200,0,16000,100000,1,2,3,1563,3,1,ff80818157b1f7dc0157b7ce631350ef,8.0
3,3.0,0,0,9,480,1,8500,85000,0,2,3,1522,3,1,ff80818157b1faa40157b7acb39269be,8.0
2,2.0,0,0,1,1000,0,13500,80000,1,2,0,1416,0,1,ff80818157b1faa40157b7b81a616b1b,8.0
0,3.0,0,1,0,1400,0,20000,200000,2,2,0,963,0,0,ff80818157b7d7400157b7d8e1730048,8.0
2,4.0,0,1,0,1465,0,15000,150000,1,2,0,1133,0,0,ff80818157b7d7400157b846defe1857,8.0
0,0.0,0,0,0,1000,0,15000,150000,1,2,3,1154,0,2,ff80818157b7d7400157b86f79ba2091,8.0
4,10.0,1,1,10,1250,0,18000,150000,1,2,3,1768,0,0,ff80818157b892bc0157b90b3a9d1d10,8.0
0,1.0,0,0,10,800,0,11000,110000,1,1,0,1949,3,1,ff80818157b892bc0157b90d3afc1e1c,8.0
0,0.0,0,0,3,4000,0,70000,700000,4,0,0,286,1,2,ff80818157b892bc0157b92f3eb225c4,8.0
1,1.0,0,0,15,350,0,10000,50000,0,2,1,301,3,1,ff80818157b93dfa0157bc99998d30fb,8.0
1,4.0,1,1,0,1166,0,15000,175000,1,0,3,2108,0,0,ff80818157b93f960157bb818e2c2c0f,8.0
3,3.0,0,0,0,1500,0,20000,200000,2,2,0,1798,0,1,ff80818157b93f960157bc87cfb54d42,8.0
4,4.0,0,0,2,500,0,13000,50000,0,2,0,371,3,1,ff80818157b93f960157bcb8acc15802,8.0
2,2.0,0,0,0,1000,0,15000,150000,1,2,0,1901,2,1,ff80818157b93f960157bcc226815a23,8.0
0,2.0,0,0,0,200,0,5000,50000,5,2,1,1904,3,1,ff80818157b93f960157bccd72015cac,8.0
2,2.0,0,0,0,250,0,7000,40000,5,2,1,166,3,1,ff80818157b93f960157bd077f4b6a97,8.0
4,4.0,1,1,3,1400,0,16000,150000,2,2,0,86,0,0,ff80818157b93f960157bd17d8c96ddc,8.0
6,15.0,1,1,0,800,1,18000,200000,0,2,3,843,0,0,ff80818157b942630157ba310d171c22,8.0
0,10.0,0,0,1,1755,0,32000,200000,2,2,0,1214,0,0,ff80818157b942630157ba5094591d72,8.0
1,4.0,0,1,10,1780,1,30000,300000,2,2,3,102,0,0,ff80818157b942630157bcdb29c3405b,8.0
1,2.0,0,0,1,800,0,10000,75000,1,2,3,377,3,1,ff80818157b942630157bcde9f5440ce,8.0
0,0.0,0,0,6,1225,0,20000,200000,1,2,0,1888,0,2,ff80818157b942630157bce3a604412e,8.0
1,1.0,0,0,3,450,0,9500,60000,0,2,0,1271,3,1,ff80818157b942630157bce6e3fd4173,8.0
11,14.0,1,1,0,1052,1,27000,200000,1,0,3,619,0,0,ff80818157bd1df70157bd2aa98402ad,8.0
0,1.0,1,0,1,2300,1,20000,250000,2,2,0,501,0,2,ff80818157bd20830157bd3b8c1902ea,8.0
0,2.0,0,0,10,900,0,15000,150000,1,2,0,1759,0,1,ff80818157bd3a640157bd64043903ab,8.0
0,2.0,0,0,2,1000,0,10500,55000,1,2,3,2194,0,1,ff80818157bd3a640157bdb48f050b26,8.0
4,7.0,1,1,0,1323,1,12000,70000,2,1,0,470,0,0,ff80818157bd3a640157bdb885d10b98,8.0
1,2.0,0,0,0,500,0,6000,65000,0,2,0,1103,1,1,ff80818157bd3c0b0157bd70a09f0c2a,8.0
0,1.0,0,0,10,1000,0,12000,100000,1,2,0,166,3,1,ff80818157bd3c0b0157bd79bdd20ea1,8.0
0,1.0,1,0,0,1800,1,25000,250000,2,2,3,511,0,1,ff80818157bd3c0b0157bd7e65750fe4,8.0
1,1.0,0,0,3,650,0,14000,140000,1,2,3,141,3,1,ff80818157bd3c0b0157bd9100e414fd,8.0
4,4.0,1,1,0,1500,1,16000,160000,2,2,3,903,1,0,ff80818157bd3e9a0157bd79b35b0532,8.0
0,9.0,1,1,7,1532,1,24000,150000,1,2,3,1214,0,0,ff80818157bd3e9a0157bdd007a10c9a,8.0
0,3.0,0,0,5,600,0,9000,100000,1,1,0,486,3,1,ff80818157bdb19e0157bde4c1fa0e58,8.0
1,4.0,1,1,0,1500,0,25000,250000,2,2,0,392,0,0,ff80818157bdb19e0157be1e3fae1b98,8.0
0,1.0,0,0,3,1800,0,15500,100000,2,2,0,126,0,2,ff80818157bdb19e0157be21140c1c37,8.0
2,2.0,0,0,1,350,0,5500,55000,0,2,0,1379,3,1,ff80818157bdb19e0157be3a7fd32123,8.0
0,3.0,0,0,14,450,0,8500,32000,0,2,0,1133,0,0,ff80818157be646f0157bf017c2e3407,8.0
2,4.0,0,1,7,1100,0,18000,150000,1,2,3,955,0,1,ff80818157be67770157c198604576f6,8.0
0,2.0,0,0,0,450,0,6500,60000,0,2,3,1610,3,1,ff80818157be67770157c1b5c60608c3,8.0
2,2.0,0,0,2,850,0,8000,80000,1,1,0,1610,3,1,ff80818157be67770157c1b7f6b20938,8.0
0,1.0,0,0,20,1200,0,13000,130000,1,2,0,1803,3,1,ff80818157be67770157c20b7fab1c2c,8.0
1,2.0,0,0,0,1600,0,30000,300000,3,2,3,2226,3,1,ff80818157be67770157c26ebbf0313d,8.0
2,5.0,1,1,4,490,1,8250,82500,0,2,3,653,0,0,ff80818157be67770157c291b1f1397c,8.0
0,2.0,0,0,5,150,0,7000,70000,5,2,0,1669,3,1,ff80818157be67770157c2b4584141e0,8.0
1,2.0,0,0,8,1200,0,13000,130000,1,2,0,1798,0,1,ff80818157be67770157c2c14578455a,8.0
2,5.0,0,1,1,1120,0,18000,100000,1,2,3,2288,0,0,ff80818157be67770157c2e254544e17,8.0
0,1.0,0,0,10,2100,0,37000,300000,3,1,3,1883,1,1,ff80818157be67770157c2fd6ac354f2,8.0
0,2.0,0,0,8,1000,0,12000,70000,1,2,0,235,0,1,ff80818157be67770157c31bef2b5c71,8.0
4,4.0,0,1,0,1140,0,25000,100000,1,2,3,360,1,0,ff80818157be67770157c34f1d956aad,8.0
15,18.0,0,0,1,1156,0,30000,250000,2,0,2,604,0,0,ff80818157c6b6b90157c6bc684800f9,8.0
0,1.0,0,0,5,1200,0,14000,100000,1,2,3,1017,3,2,ff80818157c6b6b90157c751f6951d9d,8.0
2,3.0,1,1,0,1050,1,9000,50000,1,2,0,2069,0,0,ff80818157c6b6b90157c7c59dc02cb2,8.0
1,3.0,0,0,6,2400,0,20000,200000,2,2,3,1440,2,1,ff80818157c6b6b90157c888d0367bdb,8.0
1,1.0,0,0,30,1000,0,16000,160000,1,2,0,1942,0,1,ff80818157c6b84f0157c6eeda7c1bb6,8.0
1,2.0,0,0,5,1200,0,11500,100000,1,0,0,1798,3,1,ff80818157c6b84f0157c707cc7b273a,8.0
4,5.0,1,1,0,1350,1,40000,400000,1,2,0,939,0,0,ff80818157c6b84f0157c7440b843e27,8.0
2,2.0,0,0,10,800,0,15000,150000,1,2,3,1901,3,1,ff80818157c6b84f0157c7961cc865e0,8.0
1,1.0,0,0,1,1200,0,12000,120000,2,2,0,2066,0,1,ff80818157c6b84f0157c7abe4527cef,8.0
2,2.0,0,0,10,900,0,20000,200000,1,2,0,332,0,1,ff80818157c6b84f0157c7fee1e128b8,8.0
1,2.0,0,0,1,1200,0,23000,125000,2,0,0,1494,3,1,ff80818157c6b84f0157c822704a33b6,8.0
1,4.0,1,1,0,1360,1,18000,180000,2,2,3,668,0,0,ff80818157c6b84f0157c85eebfa4381,8.0
1,2.0,0,0,0,250,0,11000,60000,0,2,0,1569,3,1,ff80818157c6b84f0157c87cb8894a6a,8.0
0,1.0,0,0,9,1000,0,30000,300000,2,2,0,1038,1,1,ff80818157c6bb180157c6e5fd8f269f,8.0
3,3.0,0,0,2,650,0,8500,45000,0,2,0,668,1,1,ff80818157c6bb180157c79617220adc,8.0
8,18.0,1,1,1,1279,0,18000,150000,1,2,3,86,0,0,ff80818157c88a150157c89308d100e5,8.0
1,4.0,0,1,2,1105,0,14000,100000,1,2,3,1778,0,0,ff80818157c9650a0157cb67fce925ec,8.0
1,3.0,1,1,0,1200,1,15000,150000,2,2,3,1335,1,0,ff80818157cbb00b0157cc050b67260c,8.0
2,4.0,0,0,2,1100,0,35000,70000,1,0,0,1494,3,1,ff80818157cc1ad30157ccb352997a0d,8.0
3,4.0,0,1,2,1100,0,16500,160000,1,2,3,2288,0,0,ff80818157cc1ad30157ccc8aa7a0e15,8.0
2,2.0,0,0,20,1200,0,18000,180000,1,2,3,1803,0,1,ff80818157cc1c5d0157cc456cb90f54,8.0
0,2.0,0,0,5,900,0,11000,110000,1,2,0,1348,3,1,ff80818157cc1c5d0157cc61a24d20be,8.0
0,1.0,0,0,2,1200,0,6500,60000,1,2,0,65,0,1,ff80818157cc1c5d0157cc6c23a32808,8.0
2,2.0,0,0,0,450,0,7500,50000,0,2,3,1919,3,1,ff80818157cc1c5d0157cc7727622fde,8.0
1,2.0,0,0,0,750,0,9000,50000,1,1,3,1919,3,1,ff80818157cc1c5d0157cc790caf3108,8.0
3,3.0,0,1,2,1000,1,8500,85000,1,2,0,428,0,0,ff80818157cc1ef20157cc766322206f,8.0
1,3.0,0,0,5,800,0,11000,110000,1,2,3,1348,3,1,ff80818157cce7650157ccf1bb4c03ee,8.0
2,3.0,0,0,3,400,0,5500,40000,0,1,0,2192,3,1,ff80818157cd10660157cd185b200224,8.0
2,4.0,1,1,2,1280,1,35000,350000,1,0,2,360,0,0,ff80818157cd10660157cd19a5230294,8.0
1,1.0,0,0,8,400,0,7000,50000,0,1,3,650,3,1,ff80818157cd10660157cd8b05cb3447,8.0
4,4.0,0,1,0,1500,0,22000,200000,2,2,0,2082,0,0,ff80818157cd10660157cd8fc25e3722,8.0
2,3.0,0,0,17,500,0,11000,100000,0,2,0,1803,2,1,ff80818157cd10660157cdb560a8573e,8.0
0,3.0,0,1,8,1035,0,16000,150000,1,2,3,279,0,0,ff80818157cd10660157ce3348571e56,8.0
1,1.0,0,0,2,1200,0,10000,100000,1,2,3,1252,0,1,ff80818157cd12ec0157cdc7676d4102,8.0
4,5.0,0,1,0,1160,0,13500,50000,2,2,3,1124,0,0,ff80818157cdd1680157ceb9fec15d81,8.0
2,4.0,1,1,9,1380,1,22500,150000,1,2,3,436,0,0,ff80818157d0f2160157d0fd7d070362,8.0
0,2.0,0,0,8,1200,0,15000,150000,1,2,0,410,3,1,ff80818157d0f2160157d1100f8d0a7c,8.0
1,2.0,0,0,4,600,0,7000,70000,0,2,3,628,3,1,ff80818157d0f2160157d1689dbb373a,8.0
2,2.0,0,0,10,1350,0,22000,220000,2,2,3,470,0,1,ff80818157d0f2160157d174533f3c9a,8.0
1,5.0,1,1,1,1485,1,14000,140000,2,2,3,2227,0,0,ff80818157d0f49b0157d179293f3330,8.0
1,17.0,1,1,1,1875,1,30000,250000,2,2,0,1458,0,0,ff80818157d20a400157d29db70a0a17,8.0
1,3.0,0,0,1,900,0,12900,75000,1,2,3,424,0,1,ff80818157d20c3e0157d23735890998,8.0
0,3.0,0,0,8,1000,0,14500,145000,1,2,3,766,3,1,ff80818157d20c3e0157d275902317d3,8.0
1,2.0,0,0,5,800,0,10000,100000,1,2,3,574,3,1,ff80818157d2d63f0157d33f857110c0,8.0
0,1.0,0,0,0,2000,0,30000,300000,3,2,3,934,0,2,ff80818157d398140157d3a5b0bd00ce,8.0
8,14.0,0,1,0,1021,0,21000,160000,1,2,3,903,0,0,ff80818157d399a40157d63c45cb165c,8.0
6,12.0,1,1,0,1250,0,17000,170000,2,2,0,1081,1,0,ff80818157d399a40157d6480e231e94,8.0
1,3.0,0,0,4,650,0,17000,100000,0,2,0,801,3,1,ff80818157d399a40157d6865b212f33,8.0
2,2.0,0,0,4,300,0,4000,40000,5,0,1,1599,0,1,ff80818157d39c110157d5e13fba095a,8.0
1,1.0,0,0,0,500,0,6000,25000,0,1,0,843,3,1,ff80818157d39c110157d64c658d0ea7,8.0
0,1.0,0,0,0,750,0,10000,50000,1,1,0,843,3,1,ff80818157d39c110157d64fe6690ee8,8.0
2,4.0,1,1,7,1010,1,12000,120000,1,2,3,1133,0,0,ff80818157d39c110157d670b3d61147,8.0
0,1.0,0,0,5,2560,0,45000,250000,2,2,3,1131,0,2,ff80818157d39c110157d67b54ed1242,8.0
2,2.0,0,0,8,2516,0,40000,400000,2,2,0,963,0,1,ff80818157d6a7f60157d6baa66d020e,8.0
0,2.0,0,0,10,1200,0,15000,150000,1,2,3,279,3,1,ff80818157d6a7f60157d6c9cf460329,8.0
0,4.0,1,1,3,990,0,16000,160000,1,2,0,1272,0,0,ff80818157d6a7f60157d7b185b013b7,8.0
3,3.0,0,1,0,1800,0,22000,150000,2,2,3,1778,1,0,ff80818157d6a9800157d6c296a30573,8.0
0,4.0,0,1,3,1100,0,16000,160000,1,2,3,2144,0,0,ff80818157d6a9800157d735d0a61c2b,8.0
2,2.0,0,0,8,600,0,11000,50000,1,2,0,231,2,1,ff80818157d6a9800157d74ed37a2152,8.0
6,12.0,1,1,0,2080,1,40000,400000,2,2,0,360,0,0,ff80818157d6a9800157d7501a9a21a0,8.0
5,8.0,1,1,6,1600,1,23000,230000,2,0,3,351,0,0,ff80818157d6a9800157d7a943c83616,8.0
3,3.0,0,0,3,400,0,12000,30000,0,2,1,789,3,0,ff80818157d6a9800157d7c5fe843ca2,8.0
1,4.0,0,1,7,700,0,13000,130000,1,2,3,963,3,1,ff80818157d6a9800157d7cf04183e3d,8.0
4,4.0,1,1,6,1204,1,25000,200000,1,0,3,1612,0,0,ff80818157d82e8e0157d85ad3eb0ed9,8.0
4,4.0,0,1,5,1200,0,11000,100000,1,2,3,1816,0,0,ff80818157d991910157dafdf29a0360,8.0
4,4.0,0,0,0,400,0,7000,70000,0,2,0,1646,3,1,ff80818157d993f00157db56461e0cd9,8.0
0,1.0,0,0,5,1100,0,16000,160000,1,2,3,1901,0,1,ff80818157d993f00157db68d6541077,8.0
0,2.0,0,0,6,1100,0,12000,100000,1,2,3,279,3,1,ff80818157db739f0157db9e719102c7,8.0
1,1.0,0,0,5,800,0,10000,50000,1,2,3,351,3,1,ff80818157db75380157db7a24260104,8.0
7,7.0,1,1,0,2300,1,60000,600000,3,2,3,391,0,0,ff80818157db75380157db8512d60354,8.0
1,2.0,0,0,2,1500,0,16000,160000,2,2,3,2227,0,1,ff80818157db75380157db8f35f20594,8.0
0,2.0,0,0,15,1200,0,8500,80000,1,2,3,963,3,1,ff80818157db75380157dbc66c5f1227,8.0
7,7.0,0,1,3,620,0,11500,69000,1,2,0,446,0,0,ff80818157db77ff0157db8916c400fb,8.0
1,1.0,0,0,5,950,0,14000,140000,1,2,0,766,3,1,ff80818157dbe1fb0157dbf100990278,8.0
1,1.0,0,0,0,450,0,9500,90000,0,1,3,1440,3,1,ff80818157dbe1fb0157dc814c4320ad,8.0
0,2.0,0,0,0,2830,1,50000,600000,2,2,0,2288,0,2,ff80818157dbe1fb0157dccc40d72ec5,8.0
10,11.0,1,1,0,1200,1,7500,35000,3,2,0,1987,0,0,ff80818157dbe1fb0157dce58b6c3479,8.0
2,3.0,0,0,5,600,0,10000,50000,0,2,0,1494,3,1,ff80818157dbe1fb0157dd1249d13e74,8.0
4,11.0,0,1,10,1600,0,8000,40000,2,2,0,626,3,0,ff80818157dbe1fb0157dd30426442c2,8.0
3,4.0,0,1,4,1400,0,17000,150000,2,2,0,1793,0,0,ff80818157dbe1fb0157dd360f3b43e5,8.0
2,2.0,0,0,10,1200,0,35000,350000,1,2,0,635,0,0,ff80818157ddf7440157de1155620119,8.0
2,4.0,1,1,3,1575,0,20000,200000,2,2,0,1778,0,0,ff80818157df0e0d0157e009aacb0170,8.0
1,1.0,0,0,12,1100,0,11500,115000,1,2,3,984,0,1,ff80818157df0e0d0157e094bb140698,8.0
1,3.0,0,0,9,500,0,10000,35000,1,2,0,681,3,1,ff80818157df28610157e034182104ba,8.0
1,2.0,0,0,10,1050,0,19000,75000,2,2,0,236,3,1,ff80818157e099750157e0af071f038c,8.0
1,2.0,0,0,2,1100,0,10500,100000,2,2,3,428,0,0,ff80818157e099750157e0b8754005a5,8.0
3,4.0,0,0,6,200,0,10000,50000,5,2,1,1356,2,1,ff80818157e099750157e0c084230755,8.0
1,2.0,0,0,6,750,0,18000,65000,1,2,3,236,3,1,ff80818157e099750157e0d3d9470b2c,8.0
4,5.0,0,0,0,1000,0,5500,20000,1,0,0,667,3,1,ff80818157e099750157e0dc2e410cca,8.0
3,3.0,0,0,2,600,0,7500,70000,0,2,3,1904,3,1,ff80818157e099750157e0e9c509101e,8.0
1,2.0,0,0,10,300,0,5000,50000,0,1,3,79,3,1,ff80818157e099750157e0f6900d131f,8.0
5,7.0,1,1,0,1807,1,19000,190000,2,2,3,320,0,0,ff80818157e099750157e0f9d06613f3,8.0
1,3.0,0,0,7,1200,0,18000,180000,2,2,3,1901,3,1,ff80818157e099750157e1570dbf2685,8.0
0,19.0,1,1,0,1675,1,31000,310000,2,2,3,979,0,0,ff80818157e099750157e1632f6728e9,8.0
2,2.0,0,0,5,1100,0,12000,80000,1,2,0,877,0,1,ff80818157e099750157e1711f262b70,8.0
0,2.0,0,0,5,750,0,17000,125000,1,2,0,1563,3,1,ff80818157e099750157e18f4242319d,8.0
2,3.0,0,0,8,1000,0,21000,100000,2,2,0,236,3,1,ff80818157e099750157e19346623287,8.0
12,17.0,1,1,0,1875,1,50000,500000,2,2,3,2108,0,0,ff80818157e099750157e1984aa3333e,8.0
3,3.0,0,1,2,450,0,12000,50000,0,2,0,205,3,1,ff80818157e09c610157e188dd450ec9,8.0
0,2.0,0,0,6,450,0,5500,500000,0,1,3,1599,2,1,ff80818157e19e1b0157e1f685dc1397,8.0
3,3.0,0,0,0,300,0,13500,50000,0,1,0,236,3,1,ff80818157e19e1b0157e1fae7da146d,8.0
2,3.0,0,0,0,300,0,7500,30000,0,2,0,635,0,1,ff80818157e19e1b0157e204498e16b6,8.0
1,2.0,0,1,3,1500,0,17000,100000,2,2,3,2167,0,0,ff80818157e225fa0157e34da32d0d8c,8.0
7,8.0,1,1,2,1075,1,10000,100000,2,2,0,420,0,0,ff80818157e225fa0157e58b18511481,8.0
4,20.0,1,1,2,1082,1,9000,35000,1,2,0,1751,0,0,ff80818157e225fa0157e8cf7f3b3b52,8.0
0,1.0,0,0,15,1200,0,17000,170000,1,2,0,1233,0,2,ff80818157e225fa0157eb2d98c44b8f,8.0
2,3.0,0,1,0,1060,0,20000,200000,1,2,3,948,0,0,ff80818157e227910157e237ba4802c4,8.0
2,4.0,0,0,2,1000,0,9000,80000,1,2,3,504,0,0,ff80818157e227910157e54a0203292d,8.0
2,2.0,0,0,0,300,0,3000,10000,5,1,0,1607,0,1,ff80818157e227910157e584a1092e24,8.0
4,4.0,0,1,0,920,0,10500,80000,1,2,0,653,0,0,ff80818157e227910157e5d2c138429f,8.0
4,4.0,0,1,0,1200,0,11100,50000,2,0,0,236,3,0,ff80818157e227910157e5d82c81439a,8.0
1,3.0,1,1,0,1157,1,15000,150000,1,2,0,897,0,0,ff80818157e227910157e5e014d34534,8.0
1,2.0,0,0,0,600,0,5500,40000,0,2,3,1576,3,1,ff80818157e227910157e5e2c47645a9,8.0
1,1.0,0,0,10,900,0,16500,165000,2,2,3,1599,3,1,ff80818157e227910157e604ad394c5a,8.0
4,19.0,1,1,0,1270,1,33000,330000,2,2,3,2288,0,0,ff80818157e227910157e61288a44f2f,8.0
5,19.0,1,1,0,1270,1,29000,290000,1,2,3,2288,0,0,ff80818157e227910157e61692d3500b,8.0
0,1.0,0,0,8,1200,0,15000,150000,2,2,3,286,3,1,ff80818157e227910157e62b4e515554,8.0
18,18.0,1,1,6,4000,1,70000,700000,3,2,3,2288,0,0,ff80818157e227910157e63cab8759c8,8.0
8,18.0,1,1,6,2000,1,40000,400000,2,2,3,2288,0,0,ff80818157e227910157e64177415acf,8.0
0,0.0,1,0,10,2040,1,60000,600000,2,2,3,2194,0,2,ff80818157e227910157e64552c05bc1,8.0
5,10.0,1,1,6,1757,1,23000,260000,2,2,3,1020,0,0,ff80818157e227910157e64ab7395ca9,8.0
6,14.0,1,1,6,1938,1,23000,260000,2,2,3,1019,0,0,ff80818157e227910157e64fd1395da5,8.0
3,6.0,1,1,0,2259,1,25000,250000,2,2,3,2312,0,0,ff80818157e227910157e653c3145e35,8.0
0,0.0,1,0,10,3300,1,60000,600000,3,2,3,1015,0,2,ff80818157e227910157e659fa115f26,8.0
1,2.0,0,0,5,900,0,18000,180000,1,2,0,594,0,1,ff80818157e227910157e68d8ba468ce,8.0
12,19.0,1,1,0,2439,1,56000,400000,3,2,3,1132,0,0,ff80818157e227910157e6cca88977a9,8.0
0,2.0,0,0,0,700,0,7500,100000,1,1,3,332,3,1,ff80818157e227910157e71de6090a86,8.0
1,2.0,0,0,3,1200,0,20000,200000,2,2,0,1273,3,1,ff80818157e227910157e72f9cd90f13,8.0
1,11.0,1,1,0,722,1,11000,110000,0,2,3,439,0,0,ff80818157e227910157eb3890306c19,8.0
1,21.0,1,1,0,1087,1,15000,150000,1,2,3,439,0,0,ff80818157e227910157eb3fdac56ddf,8.0
1,20.0,1,1,0,1636,1,17000,199999,2,2,3,439,0,0,ff80818157e227910157eb48abbf704f,8.0
0,0.0,1,0,0,3500,1,60000,600000,2,2,3,441,0,2,ff80818157e227910157eb53eae3732f,8.0
2,5.0,1,1,0,1125,0,14000,75000,1,2,3,750,0,0,ff80818157e227910157eb5de19675ca,8.0
2,5.0,0,1,0,1098,0,15000,150000,1,2,3,750,0,0,ff80818157e227910157eb6ad44d7932,8.0
